sulfur dioxide diff,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,density,pH,sulphates,alcohol,quality
73.0,7.5,0.26,0.31,1.6,0.032,36.0,0.99044,2.97,0.43,11.9,6
54.0,7.5,0.34,0.28,4.0,0.028,46.0,0.98958,3.2,0.5,13.2,7
60.0,6.7,0.37,0.25,2.5,0.028,24.0,0.9909,3.14,0.36,11.7,6
140.0,6.4,0.32,0.23,16.2,0.055,36.0,0.9986,3.26,0.54,9.1,5
89.0,6.7,0.24,0.32,9.0,0.023,20.0,0.99262,3.34,0.35,12.6,6
140.0,6.4,0.32,0.23,16.2,0.055,36.0,0.9986,3.26,0.54,9.1,5
69.0,8.2,0.31,0.43,7.0,0.047,18.0,0.99628,3.23,0.64,10.6,5
89.0,6.7,0.24,0.32,9.0,0.023,20.0,0.99262,3.34,0.35,12.6,6
91.0,5.9,0.17,0.29,3.1,0.03,32.0,0.98913,3.41,0.33,13.7,7
55.0,5.9,0.2,0.23,1.5,0.037,38.0,0.99021,3.36,0.49,12.0,6
94.0,6.6,0.32,0.26,4.6,0.031,26.0,0.99198,3.4,0.73,12.5,7
70.0,5.9,0.12,0.27,4.8,0.03,40.0,0.99226,3.55,0.68,12.1,6
69.0,5.9,0.18,0.29,4.6,0.032,68.0,0.99159,3.21,0.38,11.3,6
55.0,5.9,0.2,0.23,1.5,0.037,38.0,0.99021,3.36,0.49,12.0,6
76.0,5.4,0.17,0.27,2.7,0.049,28.0,0.99224,3.46,0.55,10.3,6
89.0,6.1,0.21,0.3,6.3,0.039,47.0,0.99068,3.27,0.31,12.7,6
155.0,7.3,0.25,0.26,7.2,0.048,52.0,0.99587,3.12,0.37,9.2,5
155.0,7.3,0.25,0.26,7.2,0.048,52.0,0.99587,3.12,0.37,9.2,5
81.0,6.6,0.39,0.22,4.0,0.038,17.0,0.99018,3.25,0.53,13.0,7
60.0,6.0,0.31,0.38,4.8,0.04,41.0,0.98968,3.24,0.56,13.1,6
54.0,8.4,0.23,0.32,1.3,0.048,59.0,0.99178,3.1,0.55,11.0,6
155.0,7.3,0.25,0.26,7.2,0.048,52.0,0.99587,3.12,0.37,9.2,5
60.0,6.1,0.23,0.27,9.8,0.055,74.0,0.99534,3.16,0.4,10.2,6
130.0,7.3,0.36,0.54,13.3,0.054,63.0,0.99864,3.06,0.49,8.6,4
144.0,6.7,0.26,0.51,8.0,0.062,50.0,0.99545,3.13,0.5,9.6,5
53.0,7.4,0.22,0.27,1.6,0.057,45.0,0.99299,3.29,0.44,9.9,7
81.0,6.1,0.22,0.28,16.55,0.059,54.0,0.99665,3.2,0.38,10.5,5
78.0,7.1,0.28,0.31,1.5,0.053,20.0,0.99069,3.15,0.5,11.4,5
112.0,6.5,0.35,0.31,10.2,0.069,58.0,0.99692,3.18,0.49,9.4,5
69.0,6.0,0.28,0.24,17.8,0.047,42.0,0.99896,3.1,0.45,8.9,6
69.0,6.0,0.28,0.24,17.8,0.047,42.0,0.99896,3.1,0.45,8.9,6
101.0,7.1,0.2,0.37,1.5,0.049,28.0,0.99226,3.15,0.52,10.8,5
109.0,6.8,0.33,0.31,7.4,0.045,34.0,0.99226,3.06,0.55,12.2,6
69.0,6.0,0.28,0.24,17.8,0.047,42.0,0.99896,3.1,0.45,8.9,6
42.0,7.2,0.24,0.36,2.0,0.029,21.0,0.99076,3.13,0.63,12.5,6
109.0,6.8,0.33,0.31,7.4,0.045,34.0,0.99226,3.06,0.55,12.2,6
42.0,7.2,0.24,0.36,2.0,0.029,21.0,0.99076,3.13,0.63,12.5,6
69.0,6.0,0.28,0.24,17.8,0.047,42.0,0.99896,3.1,0.45,8.9,6
84.0,6.2,0.27,0.26,12.1,0.046,43.0,0.9951,3.16,0.37,10.8,6
70.0,6.4,0.38,0.26,8.2,0.043,28.0,0.99234,2.99,0.31,11.4,6
101.0,7.1,0.2,0.37,1.5,0.049,28.0,0.99226,3.15,0.52,10.8,5
80.0,6.0,0.21,0.3,8.7,0.036,47.0,0.99368,3.18,0.39,10.6,5
113.0,5.9,0.435,0.16,6.4,0.031,21.0,0.99151,3.24,0.46,12.2,6
59.0,7.0,0.25,0.33,2.1,0.021,17.0,0.99021,3.26,0.45,12.3,6
139.0,6.7,0.26,0.29,7.7,0.038,40.0,0.99479,3.23,0.56,10.4,6
100.0,7.0,0.24,0.3,12.3,0.035,72.0,0.9954,2.99,0.57,10.4,6
56.0,8.5,0.23,0.34,1.3,0.035,54.0,0.99176,3.07,0.55,11.0,7
80.0,6.0,0.21,0.3,8.7,0.036,47.0,0.99368,3.18,0.39,10.6,5
43.0,5.8,0.27,0.26,3.5,0.071,26.0,0.98994,3.1,0.38,11.5,6
54.0,6.5,0.33,0.3,3.8,0.036,34.0,0.99028,3.25,0.63,12.5,7
54.0,6.5,0.33,0.3,3.8,0.036,34.0,0.99028,3.25,0.63,12.5,7
53.0,6.7,0.31,0.3,2.4,0.038,30.0,0.98867,3.09,0.36,12.8,7
93.0,6.2,0.39,0.24,4.8,0.037,45.0,0.99174,3.23,0.43,11.2,7
93.0,6.2,0.39,0.24,4.8,0.037,45.0,0.99174,3.23,0.43,11.2,7
90.0,7.1,0.37,0.3,6.2,0.04,49.0,0.99021,3.17,0.27,13.6,6
54.0,6.5,0.33,0.3,3.8,0.036,34.0,0.99028,3.25,0.63,12.5,7
81.0,7.2,0.25,0.32,1.5,0.054,24.0,0.99154,3.17,0.48,11.1,6
93.0,6.2,0.39,0.24,4.8,0.037,45.0,0.99174,3.23,0.43,11.2,7
90.0,7.1,0.37,0.3,6.2,0.04,49.0,0.99021,3.17,0.27,13.6,6
157.0,6.2,0.28,0.51,7.9,0.056,49.0,0.9956,3.18,0.52,9.4,5
82.0,6.4,0.35,0.28,1.6,0.037,31.0,0.98779,3.12,0.4,14.2,7
79.0,6.6,0.31,0.28,1.4,0.035,28.0,0.98836,3.0,0.4,13.2,6
108.0,7.4,0.25,0.37,2.6,0.05,24.0,0.99138,3.04,0.53,11.2,6
127.0,7.3,0.36,0.34,14.8,0.057,46.0,0.99751,3.14,0.57,10.2,5
53.0,6.7,0.31,0.3,2.4,0.038,30.0,0.98867,3.09,0.36,12.8,7
93.0,8.6,0.31,0.3,0.9,0.045,16.0,0.99249,2.95,0.39,10.1,5
93.0,8.6,0.31,0.3,0.9,0.045,16.0,0.99249,2.95,0.39,10.1,5
57.0,8.6,0.22,0.33,1.2,0.031,38.0,0.99239,2.83,0.31,10.3,5
61.0,6.9,0.14,0.29,9.9,0.056,30.0,0.99512,3.19,0.33,9.9,6
89.0,6.5,0.22,0.31,3.9,0.046,17.0,0.99098,3.15,0.31,11.5,5
146.0,6.6,0.32,0.47,15.6,0.063,27.0,0.99872,3.18,0.56,9.0,5
146.0,6.6,0.32,0.47,15.6,0.063,27.0,0.99872,3.18,0.56,9.0,5
76.0,6.1,0.28,0.26,1.5,0.03,25.0,0.98894,3.03,0.41,12.1,6
78.0,6.2,0.3,0.28,1.6,0.036,28.0,0.988245,3.14,0.41,13.3,6
73.0,6.9,0.22,0.28,7.8,0.05,43.0,0.99326,3.22,0.6,11.5,8
39.0,8.7,0.31,0.21,5.6,0.039,28.0,0.99328,2.96,0.52,11.0,4
58.0,7.3,0.27,0.3,1.3,0.04,26.0,0.99222,3.28,0.53,10.7,6
134.0,7.0,0.46,0.2,16.7,0.046,50.0,0.99898,3.08,0.56,9.4,5
92.0,5.7,0.23,0.25,7.95,0.042,16.0,0.99486,3.44,0.61,10.3,6
51.0,8.2,0.18,0.38,1.1,0.04,41.0,0.99062,2.88,0.6,12.0,6
112.0,6.2,0.27,0.32,6.3,0.048,47.0,0.99282,3.21,0.6,11.0,6
112.0,6.9,0.4,0.37,8.9,0.053,36.0,0.996,3.16,0.5,9.3,5
111.0,4.9,0.345,0.34,1.0,0.068,32.0,0.99138,3.24,0.4,10.1,5
80.0,7.2,0.23,0.39,1.5,0.053,26.0,0.99166,3.18,0.47,11.1,6
87.0,6.4,0.2,0.15,6.6,0.046,26.0,0.99408,2.99,0.58,9.9,6
114.0,6.1,0.27,0.32,6.2,0.048,47.0,0.99281,3.22,0.6,11.0,6
112.0,6.2,0.27,0.32,6.3,0.048,47.0,0.99282,3.21,0.6,11.0,6
96.0,6.0,0.3,0.33,2.1,0.042,31.0,0.98964,3.32,0.42,12.5,6
101.0,6.1,0.3,0.32,2.2,0.042,41.0,0.98952,3.31,0.44,12.7,7
79.0,5.7,0.14,0.3,5.4,0.045,26.0,0.99469,3.32,0.45,9.3,5
112.0,6.9,0.4,0.37,8.9,0.053,36.0,0.996,3.16,0.5,9.3,5
111.0,4.9,0.345,0.34,1.0,0.068,32.0,0.99138,3.24,0.4,10.1,5
125.0,6.3,0.33,0.2,17.9,0.066,36.0,0.9991,3.14,0.51,8.8,5
56.0,7.0,0.16,0.3,2.6,0.043,34.0,0.99047,2.88,0.47,11.2,6
77.0,8.4,0.22,0.3,1.3,0.038,45.0,0.99178,3.13,0.54,10.8,7
125.0,6.3,0.33,0.2,17.9,0.066,36.0,0.9991,3.14,0.51,8.8,5
56.0,7.0,0.16,0.3,2.6,0.043,34.0,0.99047,2.88,0.47,11.2,6
123.0,5.4,0.24,0.18,2.3,0.05,22.0,0.99207,3.24,0.46,10.3,5
72.0,7.7,0.31,0.36,4.3,0.026,15.0,0.99152,3.11,0.48,12.0,5
74.0,5.6,0.185,0.19,7.1,0.048,36.0,0.99438,3.26,0.41,9.5,6
74.0,5.6,0.185,0.19,7.1,0.048,36.0,0.99438,3.26,0.41,9.5,6
105.0,6.6,0.43,0.24,11.9,0.04,54.0,0.99622,3.14,0.54,9.8,6
103.0,6.0,0.34,0.32,3.8,0.044,13.0,0.99108,3.39,0.44,11.8,7
115.5,7.5,0.35,0.48,12.4,0.056,61.0,0.99803,2.97,0.52,8.8,5
84.0,7.3,0.38,0.23,6.5,0.05,18.0,0.99304,3.1,0.55,11.2,4
74.0,5.4,0.185,0.19,7.1,0.048,36.0,0.99438,3.26,0.41,9.5,6
165.0,6.3,0.27,0.51,7.6,0.049,35.0,0.99548,3.16,0.54,9.4,4
157.0,6.5,0.29,0.52,7.9,0.049,35.0,0.99551,3.16,0.51,9.5,6
92.0,6.4,0.17,0.3,2.8,0.034,33.0,0.99152,3.03,0.49,10.4,6
101.0,6.7,0.18,0.31,10.6,0.035,42.0,0.99572,3.08,0.49,9.8,7
92.0,6.4,0.17,0.3,2.8,0.034,33.0,0.99152,3.03,0.49,10.4,6
165.0,6.3,0.27,0.51,7.6,0.049,35.0,0.99548,3.16,0.54,9.4,4
157.0,6.5,0.29,0.52,7.9,0.049,35.0,0.99551,3.16,0.51,9.5,6
89.0,7.0,0.32,0.29,7.6,0.025,35.0,0.99162,3.15,0.65,12.8,7
99.0,6.9,0.27,0.25,7.5,0.03,18.0,0.99116,3.09,0.38,13.0,6
151.0,6.5,0.29,0.53,1.7,0.04,41.0,0.9922,3.26,0.59,10.4,7
152.0,6.5,0.29,0.52,1.7,0.034,41.0,0.99223,3.25,0.59,10.4,6
81.0,6.1,0.22,0.25,12.1,0.035,54.0,0.99481,3.21,0.4,10.7,5
70.0,5.6,0.23,0.25,8.0,0.043,31.0,0.99429,3.19,0.42,10.4,6
89.0,7.0,0.32,0.29,7.6,0.025,35.0,0.99162,3.15,0.65,12.8,7
59.0,6.8,0.11,0.27,8.6,0.044,45.0,0.99454,3.2,0.37,9.9,6
59.0,6.8,0.11,0.27,8.6,0.044,45.0,0.99454,3.2,0.37,9.9,6
150.0,7.3,0.23,0.41,14.6,0.048,73.0,0.99863,3.16,0.71,9.4,6
83.0,6.1,0.2,0.17,1.6,0.048,46.0,0.991,3.3,0.43,11.4,6
59.0,6.8,0.11,0.27,8.6,0.044,45.0,0.99454,3.2,0.37,9.9,6
150.0,7.3,0.23,0.41,14.6,0.048,73.0,0.99863,3.16,0.71,9.4,6
68.0,6.9,0.2,0.41,1.1,0.06,36.0,0.99317,2.99,0.39,9.2,5
50.0,6.7,0.19,0.32,3.7,0.041,26.0,0.99173,2.9,0.57,10.5,7
79.0,6.7,0.28,0.34,8.9,0.048,32.0,0.99455,3.25,0.54,11.0,7
79.0,6.7,0.28,0.34,8.9,0.048,32.0,0.99455,3.25,0.54,11.0,7
124.0,8.0,0.37,0.31,4.7,0.038,3.0,0.99186,2.9,0.72,12.1,5
79.0,6.7,0.28,0.34,8.9,0.048,32.0,0.99455,3.25,0.54,11.0,7
107.0,6.0,0.26,0.29,3.1,0.041,37.0,0.98944,3.22,0.39,12.8,7
69.0,6.1,0.25,0.48,15.8,0.052,25.0,0.99782,3.07,0.45,9.2,6
77.0,6.8,0.14,0.35,1.5,0.047,40.0,0.99111,3.07,0.72,11.1,6
79.0,6.5,0.38,0.26,5.2,0.042,33.0,0.99067,3.06,0.5,12.3,7
77.0,6.8,0.14,0.35,1.5,0.047,40.0,0.99111,3.07,0.72,11.1,6
41.0,5.4,0.15,0.32,2.5,0.037,10.0,0.98878,3.04,0.58,12.6,6
69.0,6.1,0.25,0.48,15.8,0.052,25.0,0.99782,3.07,0.45,9.2,6
112.0,6.8,0.22,0.32,5.9,0.054,40.0,0.9938,3.2,0.57,10.8,6
83.0,7.2,0.21,0.29,3.1,0.044,39.0,0.99143,3.0,0.6,11.3,6
107.0,6.0,0.26,0.29,3.1,0.041,37.0,0.98944,3.22,0.39,12.8,7
115.0,6.5,0.46,0.24,11.5,0.051,56.0,0.99588,3.08,0.56,9.8,6
127.0,6.5,0.18,0.48,18.0,0.054,56.0,1.00038,2.98,0.61,8.5,6
91.0,6.2,0.32,0.12,4.8,0.054,6.0,0.99424,3.16,0.5,9.3,5
106.0,7.2,0.4,0.24,8.5,0.055,45.0,0.99626,3.2,0.52,9.2,5
83.0,5.9,0.23,0.24,1.6,0.037,32.0,0.99076,3.21,0.51,11.4,6
127.0,6.4,0.18,0.48,18.0,0.054,56.0,1.00038,2.98,0.61,8.5,6
91.0,6.2,0.32,0.12,4.8,0.054,6.0,0.99424,3.16,0.5,9.3,5
85.0,6.4,0.37,0.12,5.9,0.056,6.0,0.99536,3.06,0.46,8.4,4
65.0,7.0,0.23,0.42,1.1,0.062,35.0,0.99318,3.04,0.4,9.2,5
106.0,7.2,0.4,0.24,8.5,0.055,45.0,0.99626,3.2,0.52,9.2,5
97.0,6.0,0.28,0.27,4.1,0.046,50.0,0.99126,3.27,0.56,11.6,6
57.0,6.2,0.32,0.45,2.9,0.029,37.0,0.98998,3.25,0.6,12.4,6
154.0,6.4,0.26,0.26,1.1,0.052,22.0,0.99304,3.09,0.54,9.3,5
44.0,5.9,0.25,0.27,1.5,0.029,37.0,0.9892,3.2,0.46,12.2,6
106.0,6.1,0.28,0.3,7.75,0.031,33.0,0.99296,3.22,0.46,11.0,6
75.0,6.9,0.19,0.38,1.15,0.023,30.0,0.99047,3.11,0.38,11.4,5
100.0,6.8,0.27,0.22,17.8,0.034,16.0,0.9989,3.07,0.53,9.2,5
102.0,7.5,0.26,0.38,5.7,0.021,23.0,0.99338,3.13,0.62,11.1,6
100.0,6.8,0.27,0.22,17.8,0.034,16.0,0.9989,3.07,0.53,9.2,5
119.0,6.4,0.2,0.22,7.4,0.032,53.0,0.99404,3.24,0.58,11.0,6
137.0,7.3,0.33,0.22,1.4,0.041,40.0,0.99287,3.14,0.48,9.9,5
133.0,7.3,0.34,0.22,1.4,0.044,43.0,0.99286,3.14,0.46,9.9,5
137.0,6.3,0.24,0.29,1.6,0.052,48.0,0.9934,3.21,0.5,9.4,5
104.0,6.2,0.24,0.22,7.9,0.053,45.0,0.99545,3.23,0.52,9.3,5
110.0,7.4,0.16,0.27,15.5,0.05,25.0,0.9984,2.9,0.43,8.7,7
110.0,7.4,0.16,0.27,15.5,0.05,25.0,0.9984,2.9,0.43,8.7,7
110.0,7.4,0.16,0.27,15.5,0.05,25.0,0.9984,2.9,0.43,8.7,7
110.0,7.4,0.16,0.27,15.5,0.05,25.0,0.9984,2.9,0.43,8.7,7
121.0,7.2,0.17,0.28,17.55,0.05,33.0,0.99971,2.94,0.43,9.0,7
69.0,6.9,0.19,0.35,13.5,0.038,49.0,0.99546,3.0,0.63,10.7,6
69.0,6.9,0.19,0.35,13.5,0.038,49.0,0.99546,3.0,0.63,10.7,6
66.0,6.8,0.16,0.36,1.3,0.034,32.0,0.99058,3.02,0.58,11.3,6
110.0,7.4,0.16,0.27,15.5,0.05,25.0,0.9984,2.9,0.43,8.7,7
75.0,6.8,0.3,0.27,11.6,0.028,22.0,0.99314,2.96,0.38,11.7,6
104.0,6.2,0.24,0.22,7.9,0.053,45.0,0.99545,3.23,0.52,9.3,5
110.0,7.4,0.16,0.27,15.5,0.05,25.0,0.9984,2.9,0.43,8.7,7
121.0,7.2,0.17,0.28,17.55,0.05,33.0,0.99971,2.94,0.43,9.0,7
75.0,6.8,0.3,0.27,11.6,0.028,22.0,0.99314,2.96,0.38,11.7,6
106.0,6.5,0.43,0.18,13.15,0.032,25.0,0.99565,3.23,0.51,10.7,5
72.0,6.6,0.17,0.36,1.9,0.036,38.0,0.99056,3.05,0.54,11.4,6
69.0,6.9,0.19,0.35,13.5,0.038,49.0,0.99546,3.0,0.63,10.7,6
66.0,6.8,0.16,0.36,1.3,0.034,32.0,0.99058,3.02,0.58,11.3,6
92.0,7.4,0.36,0.32,1.9,0.036,27.0,0.99196,3.15,0.49,11.2,6
62.0,5.5,0.28,0.21,1.6,0.032,23.0,0.99027,3.42,0.42,12.5,5
100.0,7.1,0.44,0.27,8.4,0.057,60.0,0.99257,3.16,0.36,11.8,6
144.0,6.9,0.38,0.28,8.3,0.062,22.0,0.99506,3.16,0.72,10.6,5
100.0,7.1,0.44,0.27,8.4,0.057,60.0,0.99257,3.16,0.36,11.8,6
79.0,6.2,0.24,0.28,12.2,0.049,54.0,0.9952,3.19,0.37,10.7,6
121.0,6.1,0.28,0.27,8.0,0.048,41.0,0.99498,3.21,0.51,9.9,5
53.0,7.6,0.26,0.32,1.3,0.048,23.0,0.9903,2.96,0.46,12.0,6
96.0,6.5,0.36,0.16,1.3,0.054,11.0,0.99398,3.19,0.39,8.5,5
67.0,6.6,0.35,0.19,10.5,0.06,15.0,0.99588,3.13,0.38,9.9,4
67.5,5.7,0.25,0.26,12.5,0.049,52.5,0.99691,3.08,0.45,9.4,6
101.0,7.4,0.37,0.26,9.6,0.05,33.0,0.99608,3.13,0.46,10.4,5
87.0,5.7,0.25,0.21,1.5,0.044,21.0,0.99142,3.3,0.59,11.0,6
89.0,5.8,0.23,0.21,1.5,0.044,21.0,0.99138,3.3,0.57,11.0,6
64.0,5.4,0.265,0.28,7.8,0.052,27.0,0.99432,3.19,0.38,10.4,6
58.0,5.7,0.25,0.27,10.8,0.05,58.0,0.99592,3.1,0.5,9.8,6
53.5,5.7,0.25,0.26,12.5,0.049,52.5,0.99691,3.08,0.45,9.4,6
105.0,5.9,0.23,0.28,8.6,0.046,37.0,0.99432,3.23,0.53,10.6,6
153.0,6.2,0.3,0.32,1.2,0.052,32.0,0.99266,3.28,0.44,10.1,5
76.0,6.5,0.33,0.24,14.5,0.048,20.0,0.99456,3.06,0.3,11.5,8
59.0,7.4,0.26,0.29,3.7,0.048,14.0,0.9915,3.06,0.45,11.4,6
63.0,7.0,0.2,0.4,1.1,0.058,30.0,0.99322,3.03,0.38,9.2,6
68.0,6.5,0.21,0.42,1.1,0.059,33.0,0.9927,3.12,0.38,9.7,6
63.0,7.3,0.25,0.27,3.8,0.047,16.0,0.99173,3.07,0.46,11.3,6
135.0,6.7,0.24,0.3,10.2,0.07,44.0,0.99666,2.86,0.46,8.9,6
61.0,6.4,0.14,0.28,7.9,0.057,21.0,0.99425,3.26,0.36,10.0,6
69.0,6.4,0.25,0.28,4.9,0.03,29.0,0.99024,3.09,0.58,12.8,7
123.0,8.0,0.25,0.35,1.1,0.054,13.0,0.99366,3.08,0.55,9.5,5
61.0,6.4,0.14,0.28,7.9,0.057,21.0,0.99425,3.26,0.36,10.0,6
110.0,6.6,0.21,0.34,5.6,0.046,30.0,0.99299,3.22,0.38,11.0,5
75.0,6.3,0.29,0.23,14.2,0.037,24.0,0.99528,3.08,0.38,10.6,6
112.0,6.9,0.37,0.23,9.5,0.057,54.0,0.99568,3.23,0.42,10.0,5
112.0,6.9,0.37,0.23,9.5,0.057,54.0,0.99568,3.23,0.42,10.0,5
64.0,5.7,0.31,0.28,4.1,0.03,22.0,0.99062,3.31,0.38,11.7,7
63.0,6.9,0.45,0.27,4.7,0.035,17.0,0.99058,3.12,0.36,12.5,7
86.0,6.9,0.3,0.45,1.4,0.039,36.0,0.99059,3.07,0.47,11.1,7
105.0,6.8,0.3,0.26,20.3,0.037,45.0,0.99727,3.04,0.38,12.3,6
62.0,6.7,0.28,0.42,3.5,0.035,43.0,0.99021,3.18,0.38,12.2,6
170.0,7.6,0.4,0.27,1.2,0.053,23.0,0.99164,3.22,0.38,11.6,5
57.0,5.5,0.21,0.25,1.2,0.04,18.0,0.99006,3.31,0.56,11.3,6
65.0,6.0,0.2,0.25,2.0,0.041,30.0,0.99078,3.27,0.56,11.1,6
60.0,6.1,0.17,0.29,1.1,0.041,32.0,0.99036,3.26,0.57,11.2,6
72.0,7.5,0.21,0.29,1.5,0.046,35.0,0.99123,3.15,0.45,11.3,6
65.0,7.3,0.26,0.32,1.2,0.041,29.0,0.98978,3.07,0.45,12.0,6
125.0,6.2,0.35,0.2,18.1,0.069,33.0,0.99908,3.15,0.5,8.8,6
125.0,6.2,0.35,0.2,18.1,0.069,33.0,0.99908,3.15,0.5,8.8,6
124.0,6.5,0.43,0.31,3.6,0.046,19.0,0.99022,3.15,0.34,12.0,8
125.0,6.5,0.4,0.31,3.5,0.046,22.0,0.99024,3.15,0.31,12.0,7
74.0,7.4,0.28,0.5,12.1,0.049,48.0,0.9973,3.01,0.44,9.0,5
109.0,6.3,0.23,0.22,17.45,0.054,42.0,0.99853,3.12,0.6,9.3,6
138.0,6.2,0.34,0.25,12.1,0.059,33.0,0.99769,3.14,0.56,8.7,6
49.0,6.0,0.13,0.36,1.6,0.052,23.0,0.98974,3.1,0.5,11.5,7
103.0,6.3,0.17,0.23,5.7,0.048,44.0,0.99382,3.08,0.54,10.0,5
102.0,6.3,0.18,0.22,5.6,0.047,45.0,0.99383,3.09,0.54,10.0,5
164.0,6.7,0.31,0.34,6.8,0.059,51.0,0.99538,3.33,0.56,10.3,5
165.0,6.6,0.33,0.32,15.6,0.054,62.0,0.99734,3.25,0.56,10.4,5
50.0,6.3,0.34,0.31,6.0,0.02,18.0,0.98981,3.22,0.29,13.4,7
112.0,6.8,0.29,0.32,1.8,0.032,18.0,0.99095,3.05,0.62,11.2,6
159.0,7.4,0.31,0.26,8.6,0.048,47.0,0.9964,3.26,0.36,9.1,5
159.0,7.4,0.31,0.26,8.6,0.048,47.0,0.9964,3.26,0.36,9.1,5
96.0,5.7,0.25,0.27,11.5,0.04,24.0,0.99411,3.33,0.31,10.8,6
63.0,6.8,0.27,0.28,7.8,0.038,26.0,0.9915,3.24,0.34,12.5,6
159.0,7.4,0.31,0.26,8.6,0.048,47.0,0.9964,3.26,0.36,9.1,5
64.0,6.6,0.23,0.32,1.5,0.041,8.0,0.98949,3.22,0.39,12.7,6
90.0,6.8,0.18,0.35,5.4,0.054,53.0,0.99287,3.1,0.54,11.0,7
98.0,6.8,0.28,0.29,11.9,0.052,51.0,0.99544,3.02,0.58,10.4,6
98.0,6.8,0.28,0.29,11.9,0.052,51.0,0.99544,3.02,0.58,10.4,6
93.0,5.9,0.27,0.27,9.0,0.051,43.0,0.9941,3.25,0.53,10.7,6
75.0,6.1,0.25,0.28,10.0,0.055,56.0,0.994,3.22,0.35,10.9,6
98.0,6.8,0.28,0.29,11.9,0.052,51.0,0.99544,3.02,0.58,10.4,6
106.0,6.8,0.26,0.29,11.9,0.052,54.0,0.99546,3.03,0.58,10.4,6
59.5,7.1,0.13,0.29,15.5,0.064,56.0,0.99737,3.16,0.41,9.7,7
90.0,6.8,0.18,0.35,5.4,0.054,53.0,0.99287,3.1,0.54,11.0,7
112.0,6.2,0.2,0.25,15.0,0.055,8.0,0.99767,3.19,0.53,9.6,6
36.0,5.8,0.24,0.28,1.4,0.038,40.0,0.98711,3.1,0.29,13.9,7
188.0,7.6,0.48,0.31,9.4,0.046,6.0,0.99714,3.07,0.61,9.4,5
164.0,7.4,0.26,0.32,3.7,0.032,29.0,0.99134,3.1,0.67,12.5,6
112.0,6.2,0.2,0.25,15.0,0.055,8.0,0.99767,3.19,0.53,9.6,6
137.0,6.1,0.3,0.47,1.4,0.049,50.0,0.9927,3.19,0.45,9.5,5
125.0,6.2,0.32,0.5,6.5,0.048,61.0,0.9948,3.19,0.45,9.6,5
137.0,6.1,0.3,0.47,1.4,0.049,50.0,0.9927,3.19,0.45,9.5,5
123.0,6.3,0.34,0.52,6.3,0.047,63.0,0.99481,3.18,0.44,9.6,5
135.0,7.4,0.16,0.3,13.7,0.056,33.0,0.99825,2.9,0.44,8.7,7
135.0,7.4,0.16,0.3,13.7,0.056,33.0,0.99825,2.9,0.44,8.7,7
135.0,7.4,0.16,0.3,13.7,0.056,33.0,0.99825,2.9,0.44,8.7,7
135.0,7.4,0.16,0.3,13.7,0.056,33.0,0.99825,2.9,0.44,8.7,7
135.0,7.4,0.16,0.3,13.7,0.056,33.0,0.99825,2.9,0.44,8.7,7
135.0,7.4,0.16,0.3,13.7,0.056,33.0,0.99825,2.9,0.44,8.7,7
108.0,7.2,0.26,0.38,1.5,0.061,12.0,0.99192,3.18,0.46,10.4,5
106.0,7.0,0.31,0.35,1.6,0.063,13.0,0.99184,3.22,0.5,10.7,5
60.0,6.6,0.22,0.35,1.4,0.05,23.0,0.99019,3.17,0.48,12.0,7
123.0,5.8,0.23,0.31,3.5,0.044,35.0,0.98998,3.19,0.37,12.1,7
79.0,6.3,0.17,0.32,1.0,0.04,39.0,0.98886,3.31,0.4,13.1,8
74.0,6.0,0.19,0.26,1.4,0.039,30.0,0.98998,3.32,0.41,12.4,6
78.0,6.7,0.21,0.34,1.5,0.035,45.0,0.98949,3.24,0.36,12.6,7
135.0,7.4,0.16,0.3,13.7,0.056,33.0,0.99825,2.9,0.44,8.7,7
70.0,6.6,0.22,0.37,1.6,0.04,31.0,0.99009,3.15,0.66,12.0,5
155.0,6.8,0.34,0.27,5.2,0.06,14.0,0.99252,3.27,0.57,11.6,6
114.0,6.3,0.24,0.22,11.9,0.05,65.0,0.99659,3.06,0.58,9.3,6
132.0,6.9,0.35,0.39,2.4,0.048,25.0,0.99133,3.2,0.54,11.1,7
93.0,6.8,0.24,0.33,3.2,0.049,68.0,0.99324,3.1,0.69,10.2,6
78.0,6.4,0.25,0.33,1.7,0.037,35.0,0.99164,3.23,0.66,10.6,6
84.0,5.8,0.19,0.33,4.2,0.038,49.0,0.99107,3.16,0.42,11.3,7
53.0,6.6,0.25,0.32,5.6,0.039,15.0,0.99163,2.96,0.52,11.1,6
53.0,6.2,0.3,0.3,2.5,0.041,29.0,0.99065,3.31,0.61,11.8,7
57.0,6.4,0.33,0.28,4.0,0.04,24.0,0.9903,3.26,0.64,12.6,7
49.0,7.6,0.27,0.32,1.2,0.043,23.0,0.99236,3.06,0.68,10.5,5
68.0,5.9,0.24,0.34,2.0,0.037,40.0,0.98948,3.19,0.5,12.3,6
94.0,5.3,0.33,0.3,1.2,0.048,25.0,0.99045,3.32,0.62,11.3,6
49.0,7.0,0.22,0.3,1.4,0.04,14.0,0.98985,3.2,0.33,12.0,6
104.0,7.8,0.27,0.35,1.2,0.05,36.0,0.99138,3.09,0.45,11.2,5
72.0,6.7,0.2,0.24,6.5,0.044,28.0,0.99348,3.12,0.33,10.2,6
